# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:41:58 2019
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
#
kepid,kepoi_name,kepler_name,koi_pdisposition
5791986,K00413.02,Kepler-151 c,CANDIDATE
5872150,K00414.01,,FALSE POSITIVE
5872150,K00414.02,,FALSE POSITIVE
6289650,K00415.01,,CANDIDATE
6508221,K00416.01,Kepler-152 b,CANDIDATE
6508221,K00416.02,Kepler-152 c,CANDIDATE
6508221,K00416.03,,CANDIDATE
6508221,K00416.04,,CANDIDATE
6879865,K00417.01,,CANDIDATE
7975727,K00418.01,,FALSE POSITIVE
8219673,K00419.01,,FALSE POSITIVE
8352537,K00420.01,Kepler-547 b,CANDIDATE
9115800,K00421.01,Kepler-548 b,CANDIDATE
9214713,K00422.01,,CANDIDATE
9478990,K00423.01,Kepler-39 b,CANDIDATE
9478990,K00423.02,,CANDIDATE
9597411,K00424.01,,FALSE POSITIVE
9967884,K00425.01,,FALSE POSITIVE
10016874,K00426.01,,CANDIDATE
10189546,K00427.01,,CANDIDATE
10189546,K00427.02,Kepler-549 b,CANDIDATE
10189546,K00427.03,Kepler-549 c,CANDIDATE
10418224,K00428.01,Kepler-40 b,CANDIDATE
10616679,K00429.01,Kepler-550 b,CANDIDATE
10717241,K00430.01,Kepler-551 b,CANDIDATE
10717241,K00430.02,,CANDIDATE
10843590,K00431.01,Kepler-153 b,CANDIDATE
10843590,K00431.02,Kepler-153 c,CANDIDATE
10858832,K00432.01,Kepler-552 b,CANDIDATE
10937029,K00433.01,Kepler-553 b,CANDIDATE
10937029,K00433.02,Kepler-553 c,CANDIDATE
11656302,K00434.01,,FALSE POSITIVE
11709124,K00435.01,Kepler-154 d,CANDIDATE
11709124,K00435.02,,CANDIDATE
11709124,K00435.03,Kepler-154 b,CANDIDATE
11709124,K00435.04,Kepler-154 e,CANDIDATE
11709124,K00435.05,Kepler-154 c,CANDIDATE
11709124,K00435.06,Kepler-154 f,CANDIDATE
11805075,K00436.01,,CANDIDATE
11824222,K00437.01,,CANDIDATE
12302530,K00438.01,Kepler-155 b,CANDIDATE
12302530,K00438.02,Kepler-155 c,CANDIDATE
12470954,K00439.01,Kepler-554 b,CANDIDATE
12470954,K00439.02,,FALSE POSITIVE
2438264,K00440.01,Kepler-156 c,CANDIDATE
2438264,K00440.02,Kepler-156 b,CANDIDATE
3340312,K00441.01,,FALSE POSITIVE
3745690,K00442.01,Kepler-157 c,CANDIDATE
3745690,K00442.02,Kepler-157 b,CANDIDATE
3745690,K00442.03,Kepler-157 d,CANDIDATE
3833007,K00443.01,Kepler-555 b,CANDIDATE
3847138,K00444.01,Kepler-556 b,CANDIDATE
4384675,K00445.01,,FALSE POSITIVE
4633570,K00446.01,Kepler-158 b,CANDIDATE
4633570,K00446.02,Kepler-158 c,CANDIDATE
5021176,K00447.01,,FALSE POSITIVE
5640085,K00448.01,Kepler-159 b,CANDIDATE
5640085,K00448.02,Kepler-159 c,CANDIDATE
5779852,K00449.01,,FALSE POSITIVE
6042214,K00450.01,,FALSE POSITIVE
6200715,K00451.01,,FALSE POSITIVE
6291033,K00452.01,Kepler-557 b,CANDIDATE
6758917,K00453.01,,FALSE POSITIVE
7098355,K00454.01,Kepler-558 b,CANDIDATE
7101828,K00455.01,,FALSE POSITIVE
7269974,K00456.01,Kepler-160 c,CANDIDATE
7269974,K00456.02,Kepler-160 b,CANDIDATE
7440748,K00457.01,Kepler-161 b,CANDIDATE
7440748,K00457.02,Kepler-161 c,CANDIDATE
7504328,K00458.01,,CANDIDATE
7977197,K00459.01,Kepler-162 c,CANDIDATE
7977197,K00459.02,Kepler-162 b,CANDIDATE
8043638,K00460.01,Kepler-559 b,CANDIDATE
8043638,K00460.02,,CANDIDATE
8621348,K00461.01,,FALSE POSITIVE
8773869,K00462.01,,FALSE POSITIVE
8845205,K00463.01,Kepler-560 b,CANDIDATE
8890783,K00464.01,Kepler-561 b,CANDIDATE
8890783,K00464.02,Kepler-561 c,CANDIDATE
8891318,K00465.01,,FALSE POSITIVE
9008220,K00466.01,,CANDIDATE
9583881,K00467.01,Kepler-562 b,CANDIDATE
9589524,K00468.01,Kepler-563 b,CANDIDATE
9703198,K00469.01,,CANDIDATE
9844088,K00470.01,Kepler-564 b,CANDIDATE
10019643,K00471.01,Kepler-163 c,CANDIDATE
10019643,K00471.02,Kepler-163 b,CANDIDATE
10123064,K00472.01,Kepler-565 b,CANDIDATE
10155434,K00473.01,,CANDIDATE
10460984,K00474.01,Kepler-164 c,CANDIDATE
10460984,K00474.02,Kepler-164 d,CANDIDATE
10460984,K00474.03,,CANDIDATE
10460984,K00474.04,Kepler-164 b,CANDIDATE
10577994,K00475.01,Kepler-165 b,CANDIDATE
10577994,K00475.02,Kepler-165 c,CANDIDATE
10599206,K00476.01,Kepler-566 b,CANDIDATE
10934674,K00477.01,Kepler-567 b,CANDIDATE
10990886,K00478.01,Kepler-568 b,CANDIDATE
11015323,K00479.01,Kepler-569 b,CANDIDATE
11134879,K00480.01,Kepler-570 b,CANDIDATE
11192998,K00481.01,Kepler-166 b,CANDIDATE
11192998,K00481.02,Kepler-166 d,CANDIDATE
11192998,K00481.03,Kepler-166 c,CANDIDATE
11255761,K00482.01,,FALSE POSITIVE
11497977,K00483.01,Kepler-571 b,CANDIDATE
12061222,K00484.01,Kepler-572 b,CANDIDATE
12316431,K00485.01,,FALSE POSITIVE
12404305,K00486.01,Kepler-573 b,CANDIDATE
12834874,K00487.01,Kepler-574 b,CANDIDATE
2557816,K00488.01,Kepler-575 b,CANDIDATE
2576197,K00489.01,,FALSE POSITIVE
2576197,K00489.02,,FALSE POSITIVE
3239945,K00490.01,Kepler-167 b,CANDIDATE
3239945,K00490.02,Kepler-167 e,CANDIDATE
3239945,K00490.03,Kepler-167 c,CANDIDATE
3239945,K00490.04,Kepler-167 d,CANDIDATE
3541800,K00491.01,,FALSE POSITIVE
3559935,K00492.01,Kepler-576 b,CANDIDATE
3559935,K00492.02,,CANDIDATE
3834360,K00493.01,,FALSE POSITIVE
3966801,K00494.01,Kepler-577 b,CANDIDATE
4049108,K00495.01,,FALSE POSITIVE
4454752,K00496.01,Kepler-578 b,CANDIDATE
4757437,K00497.01,Kepler-168 c,CANDIDATE
4757437,K00497.02,Kepler-168 b,CANDIDATE
4833135,K00498.01,,FALSE POSITIVE
4847534,K00499.01,Kepler-579 b,CANDIDATE
4852528,K00500.01,Kepler-80 b,CANDIDATE
4852528,K00500.02,Kepler-80 c,CANDIDATE
4852528,K00500.03,Kepler-80 d,CANDIDATE
4852528,K00500.04,Kepler-80 e,CANDIDATE
4852528,K00500.05,Kepler-80 f,CANDIDATE
4951877,K00501.01,,CANDIDATE
5282051,K00502.01,,FALSE POSITIVE
5340644,K00503.01,Kepler-580 b,CANDIDATE
5461440,K00504.01,Kepler-581 b,CANDIDATE
5689351,K00505.01,Kepler-169 e,CANDIDATE
5689351,K00505.02,Kepler-169 c,CANDIDATE
5689351,K00505.03,Kepler-169 b,CANDIDATE
5689351,K00505.04,Kepler-169 d,CANDIDATE
5689351,K00505.05,Kepler-169 f,CANDIDATE
5780715,K00506.01,,FALSE POSITIVE
5812960,K00507.01,Kepler-582 b,CANDIDATE
6266741,K00508.01,Kepler-170 b,CANDIDATE
6266741,K00508.02,Kepler-170 c,CANDIDATE
6381846,K00509.01,Kepler-171 b,CANDIDATE
6381846,K00509.02,Kepler-171 c,CANDIDATE
6381846,K00509.03,Kepler-171 d,CANDIDATE
6422155,K00510.01,Kepler-172 b,CANDIDATE
6422155,K00510.02,Kepler-172 c,CANDIDATE
6422155,K00510.03,Kepler-172 d,CANDIDATE
6422155,K00510.04,Kepler-172 e,CANDIDATE
6451936,K00511.01,Kepler-173 c,CANDIDATE
6451936,K00511.02,Kepler-173 b,CANDIDATE
6838050,K00512.01,Kepler-583 b,CANDIDATE
6937692,K00513.01,Kepler-584 b,CANDIDATE
7602070,K00514.01,,FALSE POSITIVE
7812179,K00515.01,,FALSE POSITIVE
7840044,K00516.01,,FALSE POSITIVE
8015907,K00517.01,Kepler-585 b,CANDIDATE
8017703,K00518.01,Kepler-174 b,CANDIDATE
8017703,K00518.02,Kepler-174 c,CANDIDATE
8017703,K00518.03,Kepler-174 d,CANDIDATE
8022244,K00519.01,Kepler-175 b,CANDIDATE
8022244,K00519.02,Kepler-175 c,CANDIDATE
8037145,K00520.01,Kepler-176 c,CANDIDATE
8037145,K00520.02,Kepler-176 b,CANDIDATE
8037145,K00520.03,Kepler-176 d,CANDIDATE
8037145,K00520.04,Kepler-176 e,CANDIDATE
8162789,K00521.01,,CANDIDATE
8162789,K00521.02,,CANDIDATE
8265218,K00522.01,,CANDIDATE
8806123,K00523.01,Kepler-177 c,CANDIDATE
8806123,K00523.02,Kepler-177 b,CANDIDATE
8934495,K00524.01,,CANDIDATE
9119458,K00525.01,,CANDIDATE
9157634,K00526.01,Kepler-586 b,CANDIDATE
9636569,K00527.01,,FALSE POSITIVE
9941859,K00528.01,Kepler-178 b,CANDIDATE
9941859,K00528.02,Kepler-178 d,CANDIDATE
9941859,K00528.03,Kepler-178 c,CANDIDATE
10068030,K00529.01,,FALSE POSITIVE
10266615,K00530.01,Kepler-587 b,CANDIDATE
10395543,K00531.01,,CANDIDATE
10454313,K00532.01,Kepler-588 b,CANDIDATE
10513530,K00533.01,Kepler-589 b,CANDIDATE
10513530,K00533.02,,CANDIDATE
10554999,K00534.01,Kepler-179 c,CANDIDATE
10554999,K00534.02,Kepler-179 b,CANDIDATE
10873260,K00535.01,Kepler-590 b,CANDIDATE
10965008,K00536.01,Kepler-591 b,CANDIDATE
11073351,K00537.01,Kepler-592 b,CANDIDATE
11090765,K00538.01,Kepler-593 b,CANDIDATE
11246364,K00539.01,,FALSE POSITIVE
11521048,K00540.01,,FALSE POSITIVE
11656721,K00541.01,Kepler-594 b,CANDIDATE
11669239,K00542.01,Kepler-180 c,CANDIDATE
11669239,K00542.02,Kepler-180 b,CANDIDATE
11823054,K00543.01,Kepler-181 c,CANDIDATE
11823054,K00543.02,Kepler-181 b,CANDIDATE
11913012,K00544.01,,FALSE POSITIVE
11972666,K00545.01,,FALSE POSITIVE
12058931,K00546.01,Kepler-182 c,CANDIDATE
12058931,K00546.02,Kepler-182 b,CANDIDATE
12116489,K00547.01,Kepler-595 b,CANDIDATE
12116489,K00547.02,,CANDIDATE
12116489,K00547.03,,CANDIDATE
12600735,K00548.01,Kepler-596 b,CANDIDATE
12600735,K00548.02,,CANDIDATE
3437776,K00549.01,,FALSE POSITIVE
3437776,K00549.02,,FALSE POSITIVE
4165473,K00550.01,Kepler-597 b,CANDIDATE
4270253,K00551.01,Kepler-183 c,CANDIDATE
4270253,K00551.02,Kepler-183 b,CANDIDATE
5122112,K00552.01,,FALSE POSITIVE
5303551,K00553.01,,FALSE POSITIVE
5443837,K00554.01,,CANDIDATE
5709725,K00555.01,Kepler-598 b,CANDIDATE
5709725,K00555.02,,CANDIDATE
5738496,K00556.01,,FALSE POSITIVE
5774349,K00557.01,Kepler-599 b,CANDIDATE
5978361,K00558.01,,CANDIDATE
6422367,K00559.01,,FALSE POSITIVE
6501635,K00560.01,Kepler-600 b,CANDIDATE
6665695,K00561.01,Kepler-601 b,CANDIDATE
6681233,K00562.01,,FALSE POSITIVE
6707833,K00563.01,Kepler-602 b,CANDIDATE
6786037,K00564.01,Kepler-603 b,CANDIDATE
6786037,K00564.02,Kepler-603 c,CANDIDATE
6786037,K00564.03,Kepler-603 d,CANDIDATE
7025846,K00565.01,,FALSE POSITIVE
7119481,K00566.01,Kepler-604 b,CANDIDATE
7119481,K00566.02,,CANDIDATE
7119481,K00566.03,,CANDIDATE
7445445,K00567.01,Kepler-184 b,CANDIDATE
7445445,K00567.02,Kepler-184 c,CANDIDATE
7445445,K00567.03,Kepler-184 d,CANDIDATE
7595157,K00568.01,Kepler-605 b,CANDIDATE
7595157,K00568.02,Kepler-605 c,CANDIDATE
8008206,K00569.01,Kepler-185 c,CANDIDATE
8008206,K00569.02,Kepler-185 b,CANDIDATE
8106610,K00570.01,,FALSE POSITIVE
8120608,K00571.01,Kepler-186 c,CANDIDATE
8120608,K00571.02,Kepler-186 d,CANDIDATE
8120608,K00571.03,Kepler-186 b,CANDIDATE
8120608,K00571.04,Kepler-186 e,CANDIDATE
8120608,K00571.05,Kepler-186 f,CANDIDATE
8193178,K00572.01,Kepler-187 c,CANDIDATE
8193178,K00572.02,Kepler-187 b,CANDIDATE
8344004,K00573.01,Kepler-188 c,CANDIDATE
8344004,K00573.02,Kepler-188 b,CANDIDATE
8355239,K00574.01,Kepler-189 c,CANDIDATE
8355239,K00574.02,Kepler-189 b,CANDIDATE
8367113,K00575.01,Kepler-606 b,CANDIDATE
8474898,K00576.01,,FALSE POSITIVE
8558011,K00577.01,,CANDIDATE
8558011,K00577.02,Kepler-607 b,CANDIDATE
8565266,K00578.01,Kepler-608 b,CANDIDATE
8616637,K00579.01,Kepler-190 b,CANDIDATE
8616637,K00579.02,Kepler-190 c,CANDIDATE
8625925,K00580.01,Kepler-609 b,CANDIDATE
8822216,K00581.01,Kepler-610 b,CANDIDATE
8822216,K00581.02,Kepler-610 c,CANDIDATE
9020160,K00582.01,Kepler-191 d,CANDIDATE
9020160,K00582.02,Kepler-191 c,CANDIDATE
9020160,K00582.03,Kepler-191 b,CANDIDATE
9076513,K00583.01,Kepler-611 b,CANDIDATE
9146018,K00584.01,Kepler-192 b,CANDIDATE
9146018,K00584.02,Kepler-192 c,CANDIDATE
9146018,K00584.03,Kepler-192 d,CANDIDATE
9279669,K00585.01,Kepler-612 b,CANDIDATE
9570741,K00586.01,Kepler-613 b,CANDIDATE
9607164,K00587.01,Kepler-614 b,CANDIDATE
9631762,K00588.01,Kepler-615 b,CANDIDATE
9763754,K00589.01,,FALSE POSITIVE
9782691,K00590.01,Kepler-193 b,CANDIDATE
9782691,K00590.02,Kepler-193 c,CANDIDATE
9886221,K00591.01,,FALSE POSITIVE
9957627,K00592.01,,CANDIDATE
9958962,K00593.01,Kepler-616 b,CANDIDATE
9958962,K00593.02,Kepler-616 c,CANDIDATE
9958962,K00593.03,,CANDIDATE
9958962,K00593.04,,CANDIDATE
10216045,K00594.01,,FALSE POSITIVE
10294465,K00595.01,,FALSE POSITIVE
10388286,K00596.01,Kepler-617 b,CANDIDATE
10600261,K00597.01,Kepler-194 c,CANDIDATE
10600261,K00597.02,Kepler-194 b,CANDIDATE
10600261,K00597.03,Kepler-194 d,CANDIDATE
10656823,K00598.01,Kepler-195 b,CANDIDATE
10656823,K00598.02,Kepler-195 c,CANDIDATE
10676824,K00599.01,,CANDIDATE
10718726,K00600.01,Kepler-618 b,CANDIDATE
10718726,K00600.02,,CANDIDATE
10973664,K00601.01,Kepler-619 b,CANDIDATE
10973664,K00601.02,,CANDIDATE
10973664,K00601.03,Kepler-619 c,CANDIDATE
12459913,K00602.01,Kepler-620 b,CANDIDATE
2441151,K00603.01,,FALSE POSITIVE
3970233,K00604.01,,FALSE POSITIVE
4832837,K00605.01,Kepler-621 b,CANDIDATE
4832837,K00605.02,,CANDIDATE
5014753,K00606.01,,FALSE POSITIVE
5441980,K00607.01,,CANDIDATE
5562784,K00608.01,,FALSE POSITIVE
5608566,K00609.01,,FALSE POSITIVE
5686174,K00610.01,Kepler-622 b,CANDIDATE
6309763,K00611.01,,CANDIDATE
6587002,K00612.01,Kepler-196 b,CANDIDATE
6587002,K00612.02,Kepler-196 c,CANDIDATE
6587002,K00612.03,,CANDIDATE
6960456,K00613.01,,FALSE POSITIVE
7368664,K00614.01,Kepler-434 b,CANDIDATE
8374580,K00615.01,,FALSE POSITIVE
9714696,K00616.01,,FALSE POSITIVE
9846086,K00617.01,,FALSE POSITIVE
10353968,K00618.01,Kepler-623 b,CANDIDATE
10384962,K00619.01,,FALSE POSITIVE
11773022,K00620.01,Kepler-51 b,CANDIDATE
11773022,K00620.02,Kepler-51 d,CANDIDATE
11773022,K00620.03,Kepler-51 c,CANDIDATE
12251650,K00621.01,,CANDIDATE
12417486,K00622.01,,CANDIDATE
12068975,K00623.01,Kepler-197 c,CANDIDATE
12068975,K00623.02,Kepler-197 d,CANDIDATE
12068975,K00623.03,Kepler-197 b,CANDIDATE
12068975,K00623.04,Kepler-197 e,CANDIDATE
3541946,K00624.01,Kepler-198 b,CANDIDATE
3541946,K00624.02,Kepler-198 c,CANDIDATE
3541946,K00624.03,Kepler-198 d,CANDIDATE
4449034,K00625.01,,FALSE POSITIVE
4478168,K00626.01,Kepler-624 b,CANDIDATE
4478168,K00626.02,,CANDIDATE
4563268,K00627.01,Kepler-625 b,CANDIDATE
4563268,K00627.02,Kepler-625 c,CANDIDATE
4644604,K00628.01,Kepler-626 b,CANDIDATE
4656049,K00629.01,Kepler-627 b,CANDIDATE
4659405,K00630.01,,FALSE POSITIVE
4742414,K00631.01,Kepler-628 b,FALSE POSITIVE
4827723,K00632.01,Kepler-629 b,CANDIDATE
4841374,K00633.01,Kepler-630 b,CANDIDATE
4861736,K00634.01,,FALSE POSITIVE
5020319,K00635.01,,CANDIDATE
5090690,K00636.01,,FALSE POSITIVE
5098444,K00637.01,,FALSE POSITIVE
5113822,K00638.01,Kepler-199 b,CANDIDATE
5113822,K00638.02,Kepler-199 c,CANDIDATE
5120087,K00639.01,Kepler-631 b,CANDIDATE
5121511,K00640.01,Kepler-632 b,CANDIDATE
5131180,K00641.01,,CANDIDATE
5181817,K00642.01,,FALSE POSITIVE
5309353,K00643.01,,FALSE POSITIVE
5356593,K00644.01,,FALSE POSITIVE
5374854,K00645.01,Kepler-633 b,CANDIDATE
5374854,K00645.02,,CANDIDATE
5384802,K00646.01,,FALSE POSITIVE
5531694,K00647.01,Kepler-634 b,CANDIDATE
5531694,K00647.02,,CANDIDATE
5596440,K00648.01,,CANDIDATE
5613330,K00649.01,Kepler-635 b,CANDIDATE
5613330,K00649.02,,CANDIDATE
5786676,K00650.01,,CANDIDATE
5796186,K00651.01,,FALSE POSITIVE
5796186,K00651.02,,FALSE POSITIVE
5796675,K00652.01,Kepler-636 b,CANDIDATE
5893123,K00653.01,,FALSE POSITIVE
5941160,K00654.01,Kepler-200 b,CANDIDATE
5941160,K00654.02,Kepler-200 c,CANDIDATE
5966154,K00655.01,Kepler-201 b,CANDIDATE
5966154,K00655.02,Kepler-201 c,CANDIDATE
5966660,K00656.01,,FALSE POSITIVE
6020753,K00657.01,Kepler-202 b,CANDIDATE
6020753,K00657.02,Kepler-202 c,CANDIDATE
6062088,K00658.01,Kepler-203 b,CANDIDATE
6062088,K00658.02,Kepler-203 c,CANDIDATE
6062088,K00658.03,Kepler-203 d,CANDIDATE
6125481,K00659.01,Kepler-637 b,CANDIDATE
6267535,K00660.01,Kepler-638 b,CANDIDATE
6347299,K00661.01,Kepler-204 b,CANDIDATE
6347299,K00661.02,Kepler-204 c,CANDIDATE
6365156,K00662.01,Kepler-639 b,CANDIDATE
6425957,K00663.01,Kepler-205 b,CANDIDATE
6425957,K00663.02,Kepler-205 c,CANDIDATE
6442340,K00664.01,Kepler-206 c,CANDIDATE
6442340,K00664.02,Kepler-206 b,CANDIDATE
6442340,K00664.03,Kepler-206 d,CANDIDATE
6685609,K00665.01,Kepler-207 d,CANDIDATE
6685609,K00665.02,Kepler-207 b,CANDIDATE
6685609,K00665.03,Kepler-207 c,CANDIDATE
6707835,K00666.01,Kepler-640 b,CANDIDATE
6752502,K00667.01,,FALSE POSITIVE
6805146,K00668.01,,FALSE POSITIVE
6960445,K00669.01,,FALSE POSITIVE
7033671,K00670.01,Kepler-641 b,CANDIDATE
7040629,K00671.01,Kepler-208 b,CANDIDATE
7040629,K00671.02,Kepler-208 c,CANDIDATE
7040629,K00671.03,Kepler-208 e,CANDIDATE
7040629,K00671.04,Kepler-208 d,CANDIDATE
7115785,K00672.01,Kepler-209 b,CANDIDATE
7115785,K00672.02,Kepler-209 c,CANDIDATE
7115785,K00672.03,,FALSE POSITIVE
7124613,K00673.01,Kepler-642 b,CANDIDATE
7277317,K00674.01,Kepler-643 b,CANDIDATE
7385509,K00675.01,,FALSE POSITIVE
7447200,K00676.01,Kepler-210 c,CANDIDATE
7447200,K00676.02,Kepler-210 b,CANDIDATE
7466863,K00677.01,,FALSE POSITIVE
7509886,K00678.01,Kepler-211 c,CANDIDATE
7509886,K00678.02,Kepler-211 b,CANDIDATE
7515212,K00679.01,Kepler-212 c,CANDIDATE
7515212,K00679.02,Kepler-212 b,CANDIDATE
7529266,K00680.01,Kepler-435 b,CANDIDATE
7598128,K00681.01,,FALSE POSITIVE
7619236,K00682.01,,CANDIDATE
7630229,K00683.01,,CANDIDATE
7730747,K00684.01,,CANDIDATE
7764367,K00685.01,Kepler-644 b,CANDIDATE
7906882,K00686.01,,CANDIDATE
7976520,K00687.01,,CANDIDATE
8161561,K00688.01,Kepler-645 b,CANDIDATE
8361905,K00689.01,Kepler-646 b,CANDIDATE
8409588,K00690.01,,FALSE POSITIVE
8480285,K00691.01,,CANDIDATE
8480285,K00691.02,Kepler-647 b,CANDIDATE
8557374,K00692.01,Kepler-213 b,CANDIDATE
8557374,K00692.02,Kepler-213 c,CANDIDATE
8738735,K00693.01,Kepler-214 c,CANDIDATE
8738735,K00693.02,Kepler-214 b,CANDIDATE
8802165,K00694.01,Kepler-648 b,CANDIDATE
8805348,K00695.01,Kepler-649 b,CANDIDATE
8869680,K00696.01,,FALSE POSITIVE
8878187,K00697.01,Kepler-650 b,CANDIDATE
8891278,K00698.01,,FALSE POSITIVE
8908102,K00699.01,,FALSE POSITIVE
8962094,K00700.01,Kepler-215 d,CANDIDATE
8962094,K00700.02,Kepler-215 b,CANDIDATE
8962094,K00700.03,Kepler-215 c,CANDIDATE
8962094,K00700.04,Kepler-215 e,CANDIDATE
9002278,K00701.01,Kepler-62 d,CANDIDATE
9002278,K00701.02,Kepler-62 b,CANDIDATE
9002278,K00701.03,Kepler-62 e,CANDIDATE
9002278,K00701.04,Kepler-62 f,CANDIDATE
9002278,K00701.05,Kepler-62 c,CANDIDATE
9053112,K00702.01,,FALSE POSITIVE
9162741,K00703.01,,FALSE POSITIVE
9266431,K00704.01,,CANDIDATE
9300285,K00705.01,,FALSE POSITIVE
9426071,K00706.01,,FALSE POSITIVE
9458613,K00707.01,Kepler-33 d,CANDIDATE
9458613,K00707.02,Kepler-33 f,CANDIDATE
9458613,K00707.03,Kepler-33 e,CANDIDATE
9458613,K00707.04,Kepler-33 c,CANDIDATE
9458613,K00707.05,Kepler-33 b,CANDIDATE
9530945,K00708.01,Kepler-216 c,CANDIDATE
9530945,K00708.02,Kepler-216 b,CANDIDATE
9578686,K00709.01,Kepler-651 b,CANDIDATE
9590976,K00710.01,Kepler-217 b,CANDIDATE
9590976,K00710.02,Kepler-217 c,CANDIDATE
9590976,K00710.03,Kepler-217 d,CANDIDATE
9597345,K00711.01,Kepler-218 c,CANDIDATE
9597345,K00711.02,Kepler-218 b,CANDIDATE
9597345,K00711.03,Kepler-218 d,CANDIDATE
9640976,K00712.01,,FALSE POSITIVE
9640985,K00713.01,,FALSE POSITIVE
9702072,K00714.01,Kepler-652 b,CANDIDATE
9834719,K00715.01,,FALSE POSITIVE
9846348,K00716.01,,CANDIDATE
9873254,K00717.01,Kepler-653 b,CANDIDATE
9873254,K00717.02,Kepler-653 c,CANDIDATE
9884104,K00718.01,Kepler-219 b,CANDIDATE
9884104,K00718.02,Kepler-219 c,CANDIDATE
9884104,K00718.03,Kepler-219 d,CANDIDATE
9950612,K00719.01,Kepler-220 c,CANDIDATE
9950612,K00719.02,Kepler-220 d,CANDIDATE
9950612,K00719.03,Kepler-220 e,CANDIDATE
9950612,K00719.04,Kepler-220 b,CANDIDATE
9963524,K00720.01,Kepler-221 c,CANDIDATE
9963524,K00720.02,Kepler-221 d,CANDIDATE
9963524,K00720.03,Kepler-221 e,CANDIDATE
9963524,K00720.04,Kepler-221 b,CANDIDATE
9964801,K00721.01,Kepler-654 b,CANDIDATE
9965439,K00722.01,Kepler-655 b,CANDIDATE
10002866,K00723.01,Kepler-222 b,CANDIDATE
10002866,K00723.02,Kepler-222 d,CANDIDATE
10002866,K00723.03,Kepler-222 c,CANDIDATE
10005020,K00724.01,,FALSE POSITIVE
10068383,K00725.01,,FALSE POSITIVE
10157573,K00726.01,,FALSE POSITIVE
10191070,K00727.01,,FALSE POSITIVE
10221013,K00728.01,,CANDIDATE
10225800,K00729.01,,FALSE POSITIVE
10227020,K00730.01,Kepler-223 d,CANDIDATE
10227020,K00730.02,Kepler-223 c,CANDIDATE
10227020,K00730.03,Kepler-223 e,CANDIDATE
10227020,K00730.04,Kepler-223 b,CANDIDATE
10259031,K00731.01,,FALSE POSITIVE
10265898,K00732.01,Kepler-656 b,CANDIDATE
10265898,K00732.02,,CANDIDATE
10265898,K00732.03,,CANDIDATE
10271806,K00733.01,Kepler-224 c,CANDIDATE
10271806,K00733.02,Kepler-224 d,CANDIDATE
10271806,K00733.03,Kepler-224 b,CANDIDATE
10271806,K00733.04,Kepler-224 e,CANDIDATE
10272442,K00734.01,Kepler-657 b,CANDIDATE
10272442,K00734.02,,CANDIDATE
10287242,K00735.01,,CANDIDATE
10340423,K00736.01,Kepler-225 c,CANDIDATE
10340423,K00736.02,Kepler-225 b,CANDIDATE
10340423,K00736.03,,FALSE POSITIVE
10345478,K00737.01,,FALSE POSITIVE
10358759,K00738.01,Kepler-29 b,CANDIDATE
10358759,K00738.02,Kepler-29 c,CANDIDATE
10386984,K00739.01,Kepler-658 b,CANDIDATE
10395381,K00740.01,Kepler-659 b,CANDIDATE
10418797,K00741.01,,FALSE POSITIVE
10419211,K00742.01,,FALSE POSITIVE
10464078,K00743.01,,FALSE POSITIVE
10480982,K00744.01,,FALSE POSITIVE
10480982,K00744.02,,FALSE POSITIVE
10485250,K00745.01,,FALSE POSITIVE
10526549,K00746.01,Kepler-660 b,CANDIDATE
10583066,K00747.01,Kepler-661 b,CANDIDATE
10583180,K00748.01,,FALSE POSITIVE
10601284,K00749.01,Kepler-226 c,CANDIDATE
10601284,K00749.02,Kepler-226 b,CANDIDATE
10601284,K00749.03,Kepler-226 d,CANDIDATE
10662202,K00750.01,Kepler-662 b,CANDIDATE
10662202,K00750.02,,CANDIDATE
10662202,K00750.03,,CANDIDATE
10662202,K00750.04,,FALSE POSITIVE
10682541,K00751.01,Kepler-663 b,CANDIDATE
10797460,K00752.01,Kepler-227 b,CANDIDATE
10797460,K00752.02,Kepler-227 c,CANDIDATE
10811496,K00753.01,,CANDIDATE
10848459,K00754.01,,FALSE POSITIVE
10854555,K00755.01,Kepler-664 b,CANDIDATE
10872983,K00756.01,Kepler-228 d,CANDIDATE
10872983,K00756.02,Kepler-228 c,CANDIDATE
10872983,K00756.03,Kepler-228 b,CANDIDATE
10910878,K00757.01,Kepler-229 c,CANDIDATE
10910878,K00757.02,Kepler-229 d,CANDIDATE
10910878,K00757.03,Kepler-229 b,CANDIDATE
10987985,K00758.01,Kepler-665 b,CANDIDATE
11018648,K00759.01,Kepler-230 b,CANDIDATE
11018648,K00759.02,Kepler-230 c,CANDIDATE
11138155,K00760.01,,CANDIDATE
11152159,K00761.01,,FALSE POSITIVE
11153539,K00762.01,Kepler-666 b,CANDIDATE
11242721,K00763.01,,FALSE POSITIVE
11304958,K00764.01,Kepler-667 b,CANDIDATE
11391957,K00765.01,Kepler-668 b,CANDIDATE
11403044,K00766.01,Kepler-669 b,CANDIDATE
11414511,K00767.01,Kepler-670 b,CANDIDATE
11442465,K00768.01,,FALSE POSITIVE
