# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:44:06 2019
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
#
kepid,kepoi_name,kepler_name,koi_impact,koi_impact_err1,koi_impact_err2
12404954,K00361.01,Kepler-537 b,0.310,0.143,-0.310
1571511,K00362.01,,0.189,0.013,-0.017
2438070,K00363.01,,1.217,0.989,-0.152
11623629,K00365.01,Kepler-538 b,0.020,0.347,-0.020
3545478,K00366.01,,0.838,0.005,-0.007
4815520,K00367.01,Kepler-1656 b,0.040,0.259,-0.040
6603043,K00368.01,,0.715,0.001,-0.002
7175184,K00369.01,Kepler-144 b,0.622,0.303,-0.401
7175184,K00369.02,Kepler-144 c,0.571,0.364,-0.354
8494142,K00370.01,Kepler-145 c,0.391,0.034,-0.378
8494142,K00370.02,Kepler-145 b,0.748,0.162,-0.539
5652983,K00371.01,,0.959,0.333,-0.024
6471021,K00372.01,Kepler-539 b,0.471,0.084,-0.261
7364176,K00373.01,,0.023,0.334,-0.023
8686097,K00374.01,Kepler-540 b,0.004,0.383,-0.004
12643589,K00376.01,,1.902,69.640,-1.242
12643589,K00376.02,,0.853,0.039,-0.614
3323887,K00377.01,Kepler-9 b,0.169,0.059,-0.169
2449074,K00378.01,,1.157,12.720,-0.155
2446113,K00379.01,,0.163,0.311,-0.163
2446113,K00379.02,,0.429,0.027,-0.429
2452450,K00380.01,,0.959,0.003,-0.004
3230578,K00381.01,,0.972,0.050,-0.026
3231137,K00382.01,,1.205,6.188,-0.156
3353050,K00384.01,Kepler-541 b,0.636,0.024,-0.494
3446746,K00385.01,Kepler-542 b,0.591,0.043,-0.460
3656121,K00386.01,Kepler-146 b,0.029,0.373,-0.029
3656121,K00386.02,Kepler-146 c,0.462,0.424,-0.253
3733628,K00387.01,Kepler-543 b,0.777,0.009,-0.545
3831053,K00388.01,,0.368,0.054,-0.368
3847708,K00389.01,,0.250,0.757,-0.250
3849155,K00390.01,,0.107,0.363,-0.107
3858804,K00391.01,,1.228,8.857,-0.785
3942670,K00392.01,Kepler-147 c,0.947,0.012,-0.664
3942670,K00392.02,Kepler-147 b,0.709,0.258,-0.469
3964109,K00393.01,Kepler-544 b,0.081,0.352,-0.081
4159347,K00394.01,,1.224,73.950,-2.506
4165960,K00395.01,,1.178,34.200,-0.025
4252322,K00396.01,,1.210,55.000,-0.137
4376644,K00397.01,,0.933,0.017,-0.017
9946525,K00398.01,Kepler-148 d,0.681,0.019,-0.043
9946525,K00398.02,Kepler-148 c,0.047,0.335,-0.047
9946525,K00398.03,Kepler-148 b,0.278,0.170,-0.278
7289157,K00399.01,,0.869,0.177,-0.078
2695110,K00400.01,,1.030,1.308,-0.075
3217264,K00401.01,Kepler-149 b,0.043,0.330,-0.043
3217264,K00401.02,Kepler-149 d,0.852,0.042,-0.587
3217264,K00401.03,Kepler-149 c,0.209,0.246,-0.209
3342592,K00402.01,,0.267,0.015,-0.018
4247092,K00403.01,,0.938,0.001,-0.655
4949751,K00404.01,,1.289,6.119,-0.191
5003117,K00405.01,,0.671,0.004,-0.005
5035972,K00406.01,,8.364,67.660,-0.466
5218441,K00407.01,,0.812,0.003,-0.005
5351250,K00408.01,Kepler-150 c,0.096,0.283,-0.096
5351250,K00408.02,Kepler-150 d,0.022,0.437,-0.022
5351250,K00408.03,Kepler-150 e,0.943,0.003,-0.654
5351250,K00408.04,Kepler-150 b,0.082,0.377,-0.082
5351250,K00408.05,,0.630,0.325,-0.411
5444548,K00409.01,Kepler-545 b,0.620,0.033,-0.446
5449777,K00410.01,,1.283,0.544,-0.155
5478055,K00411.01,,1.262,66.880,-0.430
5683743,K00412.01,Kepler-546 b,0.255,0.038,-0.255
5791986,K00413.01,Kepler-151 b,0.777,0.086,-0.548
5791986,K00413.02,Kepler-151 c,0.817,0.096,-0.565
5872150,K00414.01,,0.503,0.005,-0.005
5872150,K00414.02,,0.949,0.040,-0.682
6289650,K00415.01,,0.041,0.236,-0.041
6508221,K00416.01,Kepler-152 b,0.640,0.003,-0.463
6508221,K00416.02,Kepler-152 c,0.886,0.008,-0.627
6508221,K00416.03,,0.658,0.295,-0.434
6879865,K00417.01,,0.980,0.075,-0.051
7975727,K00418.01,,0.800,0.002,-0.002
8219673,K00419.01,,1.279,0.325,-0.121
8352537,K00420.01,Kepler-547 b,0.436,0.091,-0.334
9115800,K00421.01,Kepler-548 b,0.479,0.029,-0.038
9214713,K00422.01,,0.717,0.011,-0.014
9478990,K00423.01,Kepler-39 b,0.065,0.033,-0.065
9597411,K00424.01,,1.065,0.317,-0.126
9967884,K00425.01,,0.911,0.150,-0.063
10016874,K00426.01,,0.786,0.035,-0.549
10189546,K00427.01,,0.435,0.268,-0.297
10189546,K00427.02,Kepler-549 b,0.013,0.420,-0.013
10189546,K00427.03,Kepler-549 c,0.188,0.257,-0.188
10418224,K00428.01,Kepler-40 b,0.055,0.132,-0.055
10616679,K00429.01,Kepler-550 b,0.048,0.235,-0.048
10717241,K00430.01,Kepler-551 b,0.468,0.347,-0.276
10717241,K00430.02,,0.074,0.385,-0.074
10843590,K00431.01,Kepler-153 b,0.013,0.409,-0.013
10843590,K00431.02,Kepler-153 c,0.645,0.249,-0.424
10858832,K00432.01,Kepler-552 b,0.853,0.015,-0.590
10937029,K00433.01,Kepler-553 b,0.033,0.283,-0.033
10937029,K00433.02,Kepler-553 c,0.750,0.006,-0.011
11656302,K00434.01,,0.750,0.002,-0.002
11709124,K00435.01,Kepler-154 d,0.649,0.168,-0.400
11709124,K00435.03,Kepler-154 b,0.431,0.008,-0.431
11709124,K00435.04,Kepler-154 e,0.370,0.080,-0.370
11709124,K00435.05,Kepler-154 c,0.712,0.170,-0.475
11709124,K00435.06,Kepler-154 f,0.163,0.276,-0.163
11805075,K00436.01,,0.811,0.008,-0.007
11824222,K00437.01,,0.891,3.523,-0.087
12302530,K00438.01,Kepler-155 b,0.886,0.019,-0.616
12302530,K00438.02,Kepler-155 c,0.682,0.036,-0.488
12470954,K00439.01,Kepler-554 b,0.116,0.163,-0.116
2438264,K00440.01,Kepler-156 c,0.014,0.417,-0.014
2438264,K00440.02,Kepler-156 b,0.817,0.056,-0.576
3340312,K00441.01,,1.216,73.760,-0.244
3745690,K00442.01,Kepler-157 c,0.180,0.268,-0.180
3745690,K00442.02,Kepler-157 b,0.184,0.269,-0.184
3745690,K00442.03,Kepler-157 d,0.812,0.129,-0.563
3833007,K00443.01,Kepler-555 b,0.336,0.079,-0.336
3847138,K00444.01,Kepler-556 b,0.012,0.430,-0.012
4633570,K00446.01,Kepler-158 b,0.855,0.086,-0.576
4633570,K00446.02,Kepler-158 c,0.623,0.272,-0.403
5021176,K00447.01,,1.292,11.440,-0.124
5640085,K00448.01,Kepler-159 b,0.078,0.323,-0.078
5640085,K00448.02,Kepler-159 c,0.011,0.417,-0.011
5779852,K00449.01,,1.283,42.650,-0.215
6042214,K00450.01,,0.962,0.033,-0.025
6200715,K00451.01,,0.954,0.006,-0.590
6291033,K00452.01,Kepler-557 b,0.623,0.182,-0.402
6758917,K00453.01,,1.427,36.700,-0.841
7098355,K00454.01,Kepler-558 b,0.761,0.108,-0.542
7101828,K00455.01,,1.076,64.490,-0.114
7269974,K00456.01,Kepler-160 c,0.030,0.266,-0.030
7269974,K00456.02,Kepler-160 b,0.034,0.368,-0.034
7440748,K00457.01,Kepler-161 b,0.026,0.359,-0.026
7440748,K00457.02,Kepler-161 c,0.752,0.047,-0.510
7504328,K00458.01,,0.930,0.009,-0.006
7977197,K00459.01,Kepler-162 c,0.813,0.067,-0.566
7977197,K00459.02,Kepler-162 b,0.819,0.009,-0.582
8043638,K00460.01,Kepler-559 b,0.106,0.291,-0.106
8621348,K00461.01,,1.183,23.590,-0.098
8773869,K00462.01,,0.010,0.377,-0.010
8845205,K00463.01,Kepler-560 b,0.712,0.154,-0.488
8890783,K00464.01,Kepler-561 b,0.402,0.045,-0.319
8890783,K00464.02,Kepler-561 c,0.008,0.349,-0.008
9008220,K00466.01,,0.964,0.033,-0.018
9583881,K00467.01,Kepler-562 b,0.550,0.081,-0.247
9589524,K00468.01,Kepler-563 b,0.032,0.348,-0.032
9703198,K00469.01,,0.923,0.029,-0.208
9844088,K00470.01,Kepler-564 b,0.001,0.309,-0.001
10019643,K00471.01,Kepler-163 c,0.885,0.033,-0.601
10019643,K00471.02,Kepler-163 b,0.816,0.155,-0.583
10123064,K00472.01,Kepler-565 b,0.032,0.319,-0.032
10155434,K00473.01,,0.793,0.059,-0.545
10460984,K00474.01,Kepler-164 c,0.819,0.029,-0.571
10460984,K00474.02,Kepler-164 d,0.842,0.069,-0.608
10460984,K00474.03,,0.982,40.040,-0.023
10460984,K00474.04,Kepler-164 b,0.911,0.040,-0.655
10577994,K00475.01,Kepler-165 b,0.521,0.375,-0.313
10577994,K00475.02,Kepler-165 c,0.607,0.296,-0.397
10599206,K00476.01,Kepler-566 b,0.727,0.185,-0.501
10934674,K00477.01,Kepler-567 b,0.329,0.119,-0.329
10990886,K00478.01,Kepler-568 b,0.724,0.145,-0.504
11015323,K00479.01,Kepler-569 b,0.065,0.305,-0.065
11134879,K00480.01,Kepler-570 b,0.547,0.371,-0.337
11192998,K00481.01,Kepler-166 b,0.014,0.323,-0.014
11192998,K00481.02,Kepler-166 d,0.016,0.286,-0.015
11192998,K00481.03,Kepler-166 c,0.008,0.404,-0.008
11255761,K00482.01,,1.232,22.920,-0.233
11497977,K00483.01,Kepler-571 b,0.594,0.020,-0.463
12061222,K00484.01,Kepler-572 b,0.012,0.391,-0.012
12316431,K00485.01,,0.978,0.081,-0.020
12404305,K00486.01,Kepler-573 b,0.024,0.367,-0.024
12834874,K00487.01,Kepler-574 b,0.017,0.407,-0.017
2557816,K00488.01,Kepler-575 b,0.671,0.241,-0.437
2576197,K00489.01,,0.754,0.205,-0.506
3239945,K00490.01,Kepler-167 b,0.102,0.356,-0.102
3239945,K00490.02,Kepler-167 e,0.216,0.054,-0.083
3239945,K00490.03,Kepler-167 c,0.077,0.427,-0.077
3239945,K00490.04,Kepler-167 d,0.568,0.355,-0.354
3541800,K00491.01,,1.197,15.170,-0.332
3559935,K00492.01,Kepler-576 b,0.041,0.389,-0.041
3834360,K00493.01,,1.195,10.680,-0.093
3966801,K00494.01,Kepler-577 b,0.680,0.206,-0.439
4049108,K00495.01,,0.979,0.129,-0.019
4454752,K00496.01,Kepler-578 b,0.856,0.086,-0.575
4757437,K00497.01,Kepler-168 c,0.005,0.434,-0.005
4757437,K00497.02,Kepler-168 b,0.177,0.261,-0.177
4847534,K00499.01,Kepler-579 b,0.800,0.134,-0.547
4852528,K00500.01,Kepler-80 b,0.172,0.162,-0.172
4852528,K00500.02,Kepler-80 c,0.023,0.338,-0.023
4852528,K00500.03,Kepler-80 d,0.032,0.323,-0.032
4852528,K00500.04,Kepler-80 e,0.154,0.220,-0.154
4852528,K00500.05,Kepler-80 f,0.026,0.289,-0.026
4951877,K00501.01,,0.010,0.403,-0.010
5282051,K00502.01,,0.123,0.342,-0.122
5340644,K00503.01,Kepler-580 b,0.246,0.210,-0.246
5461440,K00504.01,Kepler-581 b,0.494,0.413,-0.292
5689351,K00505.01,Kepler-169 e,0.806,0.097,-0.598
5689351,K00505.02,Kepler-169 c,0.647,0.306,-0.431
5689351,K00505.03,Kepler-169 b,0.684,0.017,-0.509
5689351,K00505.04,Kepler-169 d,0.799,0.174,-0.561
5689351,K00505.05,Kepler-169 f,0.845,0.005,-0.597
5780715,K00506.01,,0.897,0.028,-0.641
5812960,K00507.01,Kepler-582 b,0.034,0.399,-0.034
6266741,K00508.01,Kepler-170 b,0.559,0.336,-0.347
6266741,K00508.02,Kepler-170 c,0.429,0.042,-0.399
6381846,K00509.01,Kepler-171 b,0.022,0.315,-0.022
6381846,K00509.02,Kepler-171 c,0.103,0.302,-0.103
6381846,K00509.03,Kepler-171 d,0.166,0.294,-0.166
6422155,K00510.01,Kepler-172 b,0.825,0.003,-0.620
6422155,K00510.02,Kepler-172 c,0.876,0.006,-0.628
6422155,K00510.03,Kepler-172 d,0.945,0.017,-0.719
6422155,K00510.04,Kepler-172 e,0.958,0.045,-0.693
6451936,K00511.01,Kepler-173 c,0.092,0.329,-0.092
6451936,K00511.02,Kepler-173 b,0.368,0.089,-0.368
6838050,K00512.01,Kepler-583 b,0.023,0.419,-0.023
6937692,K00513.01,Kepler-584 b,0.772,0.124,-0.495
7602070,K00514.01,,1.228,34.590,-0.138
7812179,K00515.01,,1.242,23.440,-0.130
7840044,K00516.01,,0.722,0.233,-0.479
8015907,K00517.01,Kepler-585 b,0.436,0.003,-0.435
8017703,K00518.01,Kepler-174 b,0.444,0.398,-0.258
8017703,K00518.02,Kepler-174 c,0.032,0.373,-0.032
8017703,K00518.03,Kepler-174 d,0.044,0.464,-0.044
8022244,K00519.01,Kepler-175 b,0.421,0.027,-0.421
8022244,K00519.02,Kepler-175 c,0.474,0.044,-0.450
8037145,K00520.01,Kepler-176 c,0.657,0.177,-0.445
8037145,K00520.02,Kepler-176 b,0.720,0.174,-0.479
8037145,K00520.03,Kepler-176 d,0.516,0.417,-0.314
8037145,K00520.04,Kepler-176 e,0.817,0.040,-0.564
8162789,K00521.01,,0.716,0.053,-0.501
8162789,K00521.02,,0.592,0.380,-0.395
8265218,K00522.01,,0.594,0.003,-0.488
8806123,K00523.01,Kepler-177 c,0.885,0.008,-0.014
8806123,K00523.02,Kepler-177 b,0.050,0.440,-0.050
8934495,K00524.01,,0.020,0.322,-0.020
9119458,K00525.01,,0.027,0.411,-0.027
9157634,K00526.01,Kepler-586 b,0.001,0.309,-0.001
9636569,K00527.01,,0.978,0.041,-0.721
9941859,K00528.01,Kepler-178 b,0.043,0.326,-0.043
9941859,K00528.02,Kepler-178 d,0.336,0.111,-0.336
9941859,K00528.03,Kepler-178 c,0.568,0.023,-0.450
10068030,K00529.01,,0.026,0.398,-0.026
10266615,K00530.01,Kepler-587 b,0.595,0.037,-0.453
10395543,K00531.01,,0.919,0.026,-0.016
10454313,K00532.01,Kepler-588 b,0.847,0.004,-0.616
10513530,K00533.01,Kepler-589 b,0.880,0.051,-0.622
10513530,K00533.02,,0.976,0.029,-0.685
10554999,K00534.01,Kepler-179 c,0.898,0.013,-0.693
10554999,K00534.02,Kepler-179 b,0.189,0.250,-0.189
10873260,K00535.01,Kepler-590 b,0.316,0.064,-0.316
10965008,K00536.01,Kepler-591 b,0.875,0.038,-0.595
11073351,K00537.01,Kepler-592 b,0.614,0.266,-0.417
11090765,K00538.01,Kepler-593 b,0.890,0.012,-0.644
11521048,K00540.01,,1.270,69.570,-0.146
11656721,K00541.01,Kepler-594 b,0.115,0.342,-0.115
11669239,K00542.01,Kepler-180 c,0.917,0.023,-0.625
11669239,K00542.02,Kepler-180 b,0.967,0.015,-0.682
11823054,K00543.01,Kepler-181 c,0.652,0.028,-0.491
11823054,K00543.02,Kepler-181 b,0.454,0.005,-0.454
11913012,K00544.01,,1.202,3.250,-0.086
11972666,K00545.01,,0.334,0.132,-0.334
12058931,K00546.01,Kepler-182 c,0.488,0.373,-0.292
12058931,K00546.02,Kepler-182 b,0.888,0.025,-0.629
12116489,K00547.01,Kepler-595 b,0.040,0.358,-0.040
12116489,K00547.03,,0.538,0.404,-0.323
12600735,K00548.01,Kepler-596 b,0.075,0.309,-0.075
12600735,K00548.02,,0.097,0.354,-0.097
3437776,K00549.01,,1.194,15.050,-0.126
3437776,K00549.02,,1.151,0.036,-0.155
4165473,K00550.01,Kepler-597 b,0.032,0.417,-0.032
4270253,K00551.01,Kepler-183 c,0.066,0.363,-0.066
4270253,K00551.02,Kepler-183 b,0.663,0.048,-0.476
5122112,K00552.01,,1.204,13.800,-0.072
5303551,K00553.01,,0.649,0.302,-0.413
5443837,K00554.01,,0.906,0.035,-0.460
5709725,K00555.01,Kepler-598 b,0.713,0.195,-0.479
5709725,K00555.02,,0.741,0.123,-0.536
5738496,K00556.01,,1.237,14.830,-0.111
5774349,K00557.01,Kepler-599 b,0.304,0.146,-0.303
5978361,K00558.01,,0.582,0.294,-0.362
6501635,K00560.01,Kepler-600 b,0.822,0.018,-0.585
6665695,K00561.01,Kepler-601 b,0.758,0.098,-0.532
6707833,K00563.01,Kepler-602 b,0.774,0.130,-0.544
6786037,K00564.01,Kepler-603 b,0.008,0.393,-0.008
6786037,K00564.02,Kepler-603 c,0.470,0.096,-0.255
6786037,K00564.03,Kepler-603 d,0.333,0.096,-0.333
7025846,K00565.01,,0.725,0.009,-0.523
7119481,K00566.01,Kepler-604 b,0.265,0.168,-0.265
7119481,K00566.02,,0.138,0.311,-0.138
7119481,K00566.03,,0.022,0.441,-0.022
7445445,K00567.01,Kepler-184 b,0.818,0.018,-0.561
7445445,K00567.02,Kepler-184 c,0.793,0.132,-0.574
7445445,K00567.03,Kepler-184 d,0.902,0.008,-0.667
7595157,K00568.01,Kepler-605 b,0.630,0.253,-0.409
7595157,K00568.02,Kepler-605 c,0.385,0.055,-0.385
8008206,K00569.01,Kepler-185 c,0.559,0.070,-0.446
8008206,K00569.02,Kepler-185 b,0.136,0.322,-0.136
8106610,K00570.01,,0.975,0.101,-0.018
8120608,K00571.01,Kepler-186 c,0.043,0.351,-0.043
8120608,K00571.02,Kepler-186 d,0.517,0.369,-0.300
8120608,K00571.03,Kepler-186 b,0.119,0.315,-0.119
8120608,K00571.04,Kepler-186 e,0.147,0.291,-0.147
8120608,K00571.05,Kepler-186 f,0.909,0.040,-0.695
8193178,K00572.01,Kepler-187 c,0.770,0.107,-0.540
8193178,K00572.02,Kepler-187 b,0.633,0.328,-0.431
8344004,K00573.01,Kepler-188 c,0.510,0.035,-0.439
8344004,K00573.02,Kepler-188 b,0.537,0.391,-0.323
8355239,K00574.01,Kepler-189 c,0.798,0.067,-0.559
8355239,K00574.02,Kepler-189 b,0.757,0.009,-0.542
8367113,K00575.01,Kepler-606 b,0.653,0.066,-0.471
8474898,K00576.01,,0.932,0.039,-0.018
8558011,K00577.01,,0.639,0.289,-0.418
8558011,K00577.02,Kepler-607 b,0.092,0.376,-0.092
8565266,K00578.01,Kepler-608 b,0.553,0.037,-0.381
8616637,K00579.01,Kepler-190 b,0.502,0.069,-0.422
8616637,K00579.02,Kepler-190 c,0.760,0.000,-0.550
8625925,K00580.01,Kepler-609 b,0.514,0.365,-0.297
8822216,K00581.01,Kepler-610 b,0.022,0.345,-0.022
8822216,K00581.02,Kepler-610 c,0.016,0.437,-0.016
9020160,K00582.01,Kepler-191 d,0.763,0.093,-0.530
9020160,K00582.02,Kepler-191 c,0.845,0.073,-0.615
9020160,K00582.03,Kepler-191 b,0.934,0.010,-0.661
9076513,K00583.01,Kepler-611 b,0.014,0.425,-0.014
9146018,K00584.01,Kepler-192 b,0.625,0.052,-0.452
9146018,K00584.02,Kepler-192 c,0.794,0.066,-0.543
9146018,K00584.03,Kepler-192 d,0.732,0.212,-0.511
9279669,K00585.01,Kepler-612 b,0.644,0.232,-0.435
9570741,K00586.01,Kepler-613 b,0.025,0.413,-0.025
9607164,K00587.01,Kepler-614 b,0.660,0.037,-0.486
9631762,K00588.01,Kepler-615 b,0.178,0.282,-0.178
9782691,K00590.01,Kepler-193 b,0.243,0.213,-0.243
9782691,K00590.02,Kepler-193 c,0.137,0.281,-0.137
9886221,K00591.01,,0.319,0.136,-0.319
9957627,K00592.01,,0.046,0.364,-0.046
9958962,K00593.01,Kepler-616 b,0.851,0.049,-0.588
9958962,K00593.02,Kepler-616 c,0.849,0.016,-0.596
9958962,K00593.03,,0.482,0.472,-0.274
9958962,K00593.04,,0.814,0.141,-0.575
10388286,K00596.01,Kepler-617 b,0.025,0.419,-0.025
10600261,K00597.01,Kepler-194 c,0.000,0.422,0.000
10600261,K00597.02,Kepler-194 b,0.271,0.184,-0.271
10600261,K00597.03,Kepler-194 d,0.002,0.450,-0.002
10656823,K00598.01,Kepler-195 b,0.019,0.349,-0.019
10656823,K00598.02,Kepler-195 c,0.386,0.060,-0.386
10676824,K00599.01,,0.749,0.182,-0.511
10718726,K00600.01,Kepler-618 b,0.496,0.424,-0.291
10973664,K00601.01,Kepler-619 b,0.229,0.224,-0.229
10973664,K00601.02,,0.940,0.015,-0.712
10973664,K00601.03,Kepler-619 c,0.831,0.135,-0.594
12459913,K00602.01,Kepler-620 b,0.845,0.018,-0.583
2441151,K00603.01,,1.248,2.904,-0.159
3970233,K00604.01,,0.532,0.019,-0.024
4832837,K00605.01,Kepler-621 b,0.612,0.029,-0.496
4832837,K00605.02,,0.477,0.465,-0.278
5014753,K00606.01,,0.847,0.012,-0.015
5441980,K00607.01,,0.867,0.017,-0.022
5562784,K00608.01,,0.824,0.021,-0.033
5608566,K00609.01,,0.987,29.180,-0.045
5686174,K00610.01,Kepler-622 b,0.019,0.408,-0.019
6309763,K00611.01,,0.938,0.010,-0.009
6587002,K00612.01,Kepler-196 b,0.777,0.112,-0.554
6587002,K00612.02,Kepler-196 c,0.678,0.197,-0.461
6587002,K00612.03,,0.957,0.005,-0.668
6960456,K00613.01,,0.530,0.410,-0.319
7368664,K00614.01,Kepler-434 b,0.932,0.007,-0.006
8374580,K00615.01,,1.271,68.030,-0.045
9714696,K00616.01,,0.902,0.022,-0.610
9846086,K00617.01,,1.280,3.224,-0.127
10353968,K00618.01,Kepler-623 b,0.013,0.406,-0.013
10384962,K00619.01,,0.709,0.014,-0.014
11773022,K00620.01,Kepler-51 b,0.063,0.165,-0.063
11773022,K00620.02,Kepler-51 d,0.022,0.144,-0.022
11773022,K00620.03,Kepler-51 c,0.972,0.356,-0.041
12251650,K00621.01,,0.907,0.016,-0.015
12417486,K00622.01,,0.824,0.014,-0.020
12068975,K00623.01,Kepler-197 c,0.905,0.043,-0.624
12068975,K00623.02,Kepler-197 d,0.911,0.037,-0.622
12068975,K00623.03,Kepler-197 b,0.914,0.009,-0.637
12068975,K00623.04,Kepler-197 e,0.771,0.201,-0.554
3541946,K00624.01,Kepler-198 b,0.182,0.214,-0.182
3541946,K00624.02,Kepler-198 c,0.866,0.055,-0.599
3541946,K00624.03,Kepler-198 d,0.121,0.313,-0.121
4449034,K00625.01,,1.231,71.120,-0.223
4478168,K00626.01,Kepler-624 b,0.665,0.218,-0.442
4478168,K00626.02,,0.510,0.455,-0.316
4563268,K00627.01,Kepler-625 b,0.546,0.247,-0.359
4563268,K00627.02,Kepler-625 c,0.348,0.129,-0.348
4644604,K00628.01,Kepler-626 b,0.930,0.019,-0.650
4656049,K00629.01,Kepler-627 b,0.854,0.053,-0.608
4659405,K00630.01,,0.990,0.243,-0.019
4742414,K00631.01,Kepler-628 b,0.050,0.035,-0.050
4827723,K00632.01,Kepler-629 b,0.147,0.308,-0.147
4841374,K00633.01,Kepler-630 b,0.746,0.138,-0.513
4861736,K00634.01,,0.950,0.002,-0.002
5020319,K00635.01,,0.437,0.503,-0.240
5090690,K00636.01,,1.024,0.017,-0.014
5098444,K00637.01,,0.438,0.025,-0.041
5113822,K00638.01,Kepler-199 b,0.022,0.361,-0.022
5113822,K00638.02,Kepler-199 c,0.822,0.044,-0.568
5120087,K00639.01,Kepler-631 b,0.069,0.356,-0.069
5121511,K00640.01,Kepler-632 b,0.791,0.063,-0.550
5131180,K00641.01,,0.815,0.052,-0.549
5181817,K00642.01,,0.549,0.392,-0.323
5309353,K00643.01,,0.558,0.418,-0.323
5356593,K00644.01,,0.367,0.010,-0.012
5374854,K00645.01,Kepler-633 b,0.825,0.105,-0.569
5374854,K00645.02,,0.010,0.438,-0.010
5384802,K00646.01,,1.233,0.042,-0.042
5531694,K00647.01,Kepler-634 b,0.235,0.184,-0.235
5531694,K00647.02,,0.454,0.519,-0.251
5596440,K00648.01,,0.972,0.080,-0.097
5613330,K00649.01,Kepler-635 b,0.193,0.232,-0.193
5613330,K00649.02,,0.213,0.232,-0.213
5786676,K00650.01,,0.601,0.016,-0.447
5796186,K00651.01,,0.927,0.006,-0.010
5796675,K00652.01,Kepler-636 b,0.051,0.303,-0.051
5893123,K00653.01,,0.596,0.362,-0.362
5941160,K00654.01,Kepler-200 b,0.617,0.293,-0.388
5941160,K00654.02,Kepler-200 c,0.911,0.051,-0.634
5966154,K00655.01,Kepler-201 b,0.867,0.044,-0.609
5966154,K00655.02,Kepler-201 c,0.788,0.126,-0.552
5966660,K00656.01,,0.980,0.006,-0.003
6020753,K00657.01,Kepler-202 b,0.102,0.335,-0.102
6020753,K00657.02,Kepler-202 c,0.382,0.040,-0.382
6062088,K00658.01,Kepler-203 b,0.716,0.018,-0.508
6062088,K00658.02,Kepler-203 c,0.667,0.264,-0.452
6062088,K00658.03,Kepler-203 d,0.036,0.431,-0.036
6125481,K00659.01,Kepler-637 b,0.059,0.378,-0.059
6267535,K00660.01,Kepler-638 b,0.471,0.372,-0.272
6347299,K00661.01,Kepler-204 b,0.872,0.036,-0.615
6347299,K00661.02,Kepler-204 c,0.864,0.076,-0.630
6365156,K00662.01,Kepler-639 b,0.016,0.393,-0.016
6425957,K00663.01,Kepler-205 b,0.717,0.166,-0.479
6425957,K00663.02,Kepler-205 c,0.714,0.031,-0.500
6442340,K00664.01,Kepler-206 c,0.800,0.060,-0.578
6442340,K00664.02,Kepler-206 b,0.816,0.135,-0.595
6442340,K00664.03,Kepler-206 d,0.924,0.033,-0.714
6685609,K00665.01,Kepler-207 d,0.801,0.002,-0.595
6685609,K00665.02,Kepler-207 b,0.782,0.020,-0.544
6685609,K00665.03,Kepler-207 c,0.855,0.086,-0.604
6707835,K00666.01,Kepler-640 b,0.868,0.029,-0.600
6752502,K00667.01,,0.626,0.064,-0.213
6805146,K00668.01,,0.201,0.015,-0.015
6960445,K00669.01,,1.210,2.515,-0.110
7033671,K00670.01,Kepler-641 b,0.795,0.098,-0.549
7040629,K00671.01,Kepler-208 b,0.009,0.434,-0.009
7040629,K00671.02,Kepler-208 c,0.255,0.212,-0.255
7040629,K00671.03,Kepler-208 e,0.374,0.067,-0.374
7040629,K00671.04,Kepler-208 d,0.342,0.113,-0.342
7115785,K00672.01,Kepler-209 b,0.824,0.045,-0.574
7115785,K00672.02,Kepler-209 c,0.226,0.203,-0.226
7115785,K00672.03,,0.004,0.548,-0.004
7124613,K00673.01,Kepler-642 b,0.085,0.376,-0.085
7277317,K00674.01,Kepler-643 b,0.256,0.099,-0.256
7385509,K00675.01,,0.001,0.295,-0.001
7447200,K00676.01,Kepler-210 c,0.739,0.043,-0.110
7447200,K00676.02,Kepler-210 b,0.496,0.246,-0.297
7466863,K00677.01,,0.999,7.582,-0.022
7509886,K00678.01,Kepler-211 c,0.508,0.431,-0.294
7509886,K00678.02,Kepler-211 b,0.185,0.279,-0.185
7515212,K00679.01,Kepler-212 c,0.870,0.078,-0.652
7515212,K00679.02,Kepler-212 b,0.131,0.326,-0.131
7529266,K00680.01,Kepler-435 b,0.296,0.037,-0.051
7598128,K00681.01,,0.815,0.001,-0.001
7630229,K00683.01,,0.871,0.014,-0.612
7730747,K00684.01,,0.965,0.022,-0.010
7764367,K00685.01,Kepler-644 b,0.819,0.065,-0.599
7906882,K00686.01,,0.679,0.008,-0.010
7976520,K00687.01,,0.617,0.009,-0.488
8161561,K00688.01,Kepler-645 b,0.746,0.102,-0.517
8361905,K00689.01,Kepler-646 b,0.395,0.047,-0.395
8409588,K00690.01,,1.008,0.083,-0.056
8480285,K00691.01,,0.019,0.311,-0.019
8480285,K00691.02,Kepler-647 b,0.273,0.165,-0.273
8557374,K00692.01,Kepler-213 b,0.051,0.381,-0.051
